title,album,composer,spotify,youtube,artist
I Don't Know What You've Got (But It's Got Me),Album: 20 YEARS OF BIG EASY HITS 1964-1970      Utgiven:  1993,Kompositör: Don Covay,https://play.spotify.com/track/4R7KRiy6uh3NlwI6bPkeLy,https://www.youtube.com/watch?v=6PIp4E9E6YI,Little Richard
Never Give You Up,Album: THE VERY BEST OF JERRY BUTLER      Utgiven:  1992,Kompositör: Jerry Butler & Kenny Gamble & Leon Huff,https://play.spotify.com/track/5Y9Vo3RovfbDT1HEtwok8Z,https://www.youtube.com/watch?v=T7WJLPGKOwM,Jerry Butler
You Know How To Make Me Feel So Good,Album: BLUE NOTES AND BALLADS      Utgiven:  1998,Kompositör: Kenny Gamble & Leon Huff,https://play.spotify.com/track/2LpW9juXJHK5AX79eaisRc,https://www.youtube.com/watch?v=EePJvSPSkYk,Harold Melvin & The Blue Notes (Usa) & Sharon Paige
In The Mood,Album: IN THE MOOD      Utgiven:  2006,Kompositör: Darryl Ellis & Ruben Locke & Paul Richmond,https://play.spotify.com/track/2xTxA63pJHWi4VNnMCWaT3,https://www.youtube.com/results?search_query=Tyrone%20Davis%20In%20The%20Mood,Tyrone Davis
Tripping Out,Album: SOMETHING TO BELIEVE IN      Utgiven:  1989,Kompositör: Bunny Sigler,https://play.spotify.com/track/6jMnZuV7fMPtdbaanVzmnm,https://www.youtube.com/watch?v=dCR6ecWb064,Curtis Mayfield
Don't Say Goodnight (It's Time For Love),Album: THE ISLEY BROTHERS STORY (2): THE T-NECK YEARS (1969-85)      Utgiven:  1991,Kompositör: Isley Brothers,https://play.spotify.com/track/6DVOThiin61bmeIwf6fzGx,https://www.youtube.com/watch?v=_eQB_AvUVyY,Isley Brothers
So Far To Go,Album: THE SHINING      Utgiven:  2006,Kompositör: D Archer & Lonnie Rashid Lynn,https://play.spotify.com/track/6CmsmQkg655kIZmg22IlVD,https://www.youtube.com/results?search_query=Jay%20Dee%20%26%20Common%20%26%20D'angelo%20So%20Far%20To%20Go,Jay Dee & Common & D'angelo
Time The Donut Of The Heart,Album: DONUTS      Utgiven:  2006,Kompositör: James Yancey,https://play.spotify.com/track/13M5MzGon20Tlur0CU2OYI,https://www.youtube.com/results?search_query=Jay%20Dee%20Time%20The%20Donut%20Of%20The%20Heart,Jay Dee
Can't Stop This,Album: GAME THEORY      Utgiven:  2006,Kompositör: Karl Jenkins & James Poyser & Ahmir Thompson & Tariq Trotter & J Yancey,https://play.spotify.com/track/0E8ST8YMQGSiPbw7EFsCQ4,https://www.youtube.com/watch?v=d52bPy7cnwQ,The Roots
All I Do Is Think Of You,Album: ALL I DO IS THINK OF YOU      Utgiven:  1975,Kompositör: Brian Holland & Michael L Smith,https://play.spotify.com/track/4mnS3xQNJ2u0aUI2nBMBAu,https://www.youtube.com/watch?v=vlE9oAPhhQ8,Jackson Five
We're Almost There,Album: FOREVER MICHAEL      Utgiven:  1994,Kompositör: Brian Holland & Eddie Holland,https://play.spotify.com/track/271PfBUXOXoQCcBgvxTqSF,https://www.youtube.com/results?search_query=Michael%20Jackson%20We're%20Almost%20There,Michael Jackson
Stop Look Listen (To Your Heart),Album: TO LOVE AGAIN      Utgiven:  2003,Kompositör: Thom Bell & Linda Creed,https://play.spotify.com/track/2zDPKfeggqYfcXFX64JsAU,https://www.youtube.com/watch?v=zzg8Vm8rYrs,Diana Ross & Marvin Gaye
Brown Baby,Album: ***TO THE BABY***      Utgiven:  2009,Kompositör: Oscar (2) Brown,https://play.spotify.com/track/1KGYH4n4RI4lNmM12DDv2b,https://www.youtube.com/watch?v=ASztMgAwz6o,Diana Ross
Bound,Album: BOUND      Utgiven:  1971,Kompositör: B Duke & Bobby Masssey,https://play.spotify.com/track/1C8rYFLZu5QFSN6KV18Q4E,https://www.youtube.com/watch?v=d6mGHwHMB5s,Ponderosa Twins Plus One
Plain Gold Ring,Album: MY BABY JUST CARES FOR ME      Utgiven:  1987,Kompositör: Stone,,https://www.youtube.com/results?search_query=Nina%20Simone%20%26%20Jimmy%20Bond%20%26%20Albert%20Heath%20Plain%20Gold%20Ring,Nina Simone & Jimmy Bond & Albert Heath
Plain Gold Ring,Album: FOUR WOMEN      Utgiven:  2003,Kompositör: Earl Burroughs,,https://www.youtube.com/results?search_query=Nina%20Simone%20%26%20Rudy%20Stevenson%20%26%20Lisle%20Atkinson%20%26%20Bobby%20Hamilton%20Plain%20Gold%20Ring,Nina Simone & Rudy Stevenson & Lisle Atkinson & Bobby Hamilton
Cleveland Now,Album: ***UPTIGHT***      Utgiven:  2002,Kompositör: Booker T Jones,https://play.spotify.com/track/1vPRD5iG9ohqAEOlOlbQlb,https://www.youtube.com/results?search_query=Booker%20T%20%26%20The%20Mg:S%20Cleveland%20Now,Booker T & The Mg:S
Yékatit,Album: Selam Africa Remix (samling),Kompositör: Mulatu Astatke,https://play.spotify.com/track/7HgzlseMsAGrRH0bQCb7wL,https://www.youtube.com/results?search_query=Mulatu%20Astatke%20Y%c3%a9katit,Mulatu Astatke
Yes God Is Real,"Album: ***Tapes, 2012***",Kompositör: Major Haines,https://play.spotify.com/track/2jsEIWPxzLMvmHKZZivex8,https://www.youtube.com/watch?v=AN-0Q3B-qxE,Gospel Comforters
Greedy G,Album: STUDIO ONE ROCKERS      Utgiven:  2001,Kompositör: Okänd,https://play.spotify.com/track/32Pfl4873YPR6ncjCbq8UO,https://www.youtube.com/watch?v=RhWO1eItBas,Brentford All Stars
"Cherchez Laghost, Cherchez La Ghost",Album: SUPREME CLIENTELE      Utgiven:  2000,Kompositör: Dennis Coles,https://play.spotify.com/track/5ALOgFnduJYj28NlqjEeVY,https://www.youtube.com/watch?v=eIdPfbwNV3w,Ghostface Killah
Since You Been Gone,Album: MOTHERLODE      Utgiven:  1988,Kompositör: James (1) Brown,https://play.spotify.com/track/7nH296F1YguSTuJZ7VXMu8,https://www.youtube.com/watch?v=UMSv4POblgw,James (1) Brown & Bobby Byrd
All The Time,"Album: Florida Funk, 2006",Kompositör: Bobby Williams,https://play.spotify.com/track/1OqcVmZ5u7lzgUvUYyRlGf,https://www.youtube.com/results?search_query=Bobby%20Williams%20All%20The%20Time,Bobby Williams
Cramp Your Style,Album: SUPER BREAKS (2)      Utgiven:  2000,Kompositör: Willie G Hale,,https://www.youtube.com/results?search_query=Robert%20Moore%20%26%20All%20The%20People%20Cramp%20Your%20Style,Robert Moore & All The People
My Way,Album: Change Yourself,,,https://www.youtube.com/results?search_query=The%20Jadu%20My%20Way,The Jadu
"I'm Still Number 1, I'm Still Number One",Album: A RETROSPECTIVE      Utgiven:  2000,Kompositör: L Parker,,"https://www.youtube.com/results?search_query=Boogie%20Down%20Productions%20%26%20Krs-One%20I'm%20Still%20Number%201,%20I'm%20Still%20Number%20One",Boogie Down Productions & Krs-One
