title,album,composer,spotify,youtube,artist
The Moving Finger,Album: Respect - Essential Argo/Cadet Grooves (5)      Utgiven:  1993,Kompositör: Dorothy Ashby,https://play.spotify.com/track/2aZ5QJ8JMx1VOaYFGTDPPM,https://www.youtube.com/results?search_query=Dorothy%20Ashby%20The%20Moving%20Finger,Dorothy Ashby
You've Made Me So Very Happy,Album: You've Made Me So Very Happy      Utgiven:  2000,Kompositör: Berry (2) Gordy & Brenda Holloway & Patrice Holloway & Frank Wilson,https://play.spotify.com/track/7a0chd4RiLpp5FI159ON8T,https://www.youtube.com/watch?v=tY_LJr3-jl0,Lou Rawls
Na Boca Do Sol,"Album: Arthur Verocai, 2002",Kompositör: Vitor Martins & Arthur Verocai,https://play.spotify.com/track/5oiueCPkJCU9wCmQO5HDTj,https://www.youtube.com/results?search_query=Arthur%20Verocai%20Na%20Boca%20Do%20Sol,Arthur Verocai
Who's Gonna Save The World,"Album: Who S Gonna Save The World, 2003",Kompositör: Okänd,https://play.spotify.com/track/7GdXCtHdqX2bDMYvr79j6c,https://www.youtube.com/watch?v=hycBdtZGavE,Father's Children
All Your Goodies Are Gone,Album: Utgiven:  1967,Kompositör: George Clinton & Clarence Haskins & William Nelson,https://play.spotify.com/track/2nZCd1ZoIwlHb5r0EUw3yk,https://www.youtube.com/results?search_query=Parliament%20All%20Your%20Goodies%20Are%20Gone,Parliament
Momma Momma,Album: Superfunk (4)      Utgiven:  2004,Kompositör: Melanie Safka,https://play.spotify.com/track/6tIKIMvcP0cNbnG3dmCQ95,https://www.youtube.com/watch?v=endRujmvpro,Betty Barney
Candy Man,Album: Candy Man      Utgiven:  2005,Kompositör: Okänd,https://play.spotify.com/track/3xGwcLiy3cm8hTEy8xZMid,https://www.youtube.com/watch?v=p1CPhytIHuo,Josephine Jones
I Cry,Album: It Hurts So Good      Utgiven:  1989,Kompositör: Gary Byrd & Raeford Gerald,https://play.spotify.com/track/5Q7tZLBwnICY1ULBCKeYgB,https://www.youtube.com/watch?v=fwjEJMZ5AMw,Millie Jackson
When I Get This Feeling,"Album: Searching For My Love, 1966",Kompositör: Bobby Moore,https://play.spotify.com/track/3z42FEbeocQI7ll19AsAxe,https://www.youtube.com/results?search_query=The%20Rhythm%20Aces%20%26%20Bobby%20Moore%20When%20I%20Get%20This%20Feeling,The Rhythm Aces & Bobby Moore
Fever,"Album: Cold Sweat, 1967",Kompositör: Eddie Cooley & John Davenport,https://play.spotify.com/track/54tyz6N5EoVERBwn1xn9aP,https://www.youtube.com/results?search_query=James%20(1)%20Brown%20%26%20The%20Famous%20Flames%20Fever,James (1) Brown & The Famous Flames
Let Me Have It All (Alternate Mix),Album: Fresh Bonus Version,Kompositör: Sylvester Stewart,https://play.spotify.com/track/2jGoKCVZLVHtjY3FHpxsvL,https://www.youtube.com/results?search_query=Sly%20%26%20The%20Family%20Stone%20Let%20Me%20Have%20It%20All%20(Alternate%20Mix),Sly & The Family Stone
If You Want Me To Stay,,Kompositör: Sylvester Stewart,https://play.spotify.com/track/2BydLQAh7CUIFvSEqAMc4x,https://www.youtube.com/results?search_query=Sly%20%26%20The%20Family%20Stone%20If%20You%20Want%20Me%20To%20Stay,Sly & The Family Stone
Lalune Blanche,Album: RCA Studio B Sessions / 1971,Kompositör: Stephen Allen Davis,https://play.spotify.com/track/5o0A0XX2eT0Q4HOtdP7cwh,https://www.youtube.com/watch?v=3fQ7_XLrchg,Steve Davis
Humpty Dumpty,Album: Placebo Years 19711974,Kompositör: Marc Moulin,https://play.spotify.com/track/3rzenzs3lpi1XljKsZQ2Bl,https://www.youtube.com/watch?v=pgS5gZqBWXI,Marc Moulin
Young Black Intelligent,"Album: The Falling Season,2016",Kompositör: Kic Beats,https://play.spotify.com/track/74dSnisQPDjL5Sjd6MEjX6,https://www.youtube.com/watch?v=n580EAcUO2o,Hypnotic Brass Ensemble & Masta Ace & Pav Bundy & Chuck D
Dis Generation,"Album: We got it from here..Thank you 4 your service, 2016",Kompositör: Kamaal Fareed,https://play.spotify.com/track/2Pp3QD3thPnk2kCxmu2MHK,https://www.youtube.com/watch?v=kQaSDJYwdh4,A Tribe Called Quest
"Starz, Stars",Album: Champion Sound      Utgiven:  2003,Kompositör: James Yancey,https://play.spotify.com/track/0bXurCDA969XTIG5KcaYGB,https://www.youtube.com/watch?v=By61yDOqNlc,Jaylib
Intimate Friends,Album: Eddie Kendricks - The Ultimate Collection      Utgiven:  1998,Kompositör: Gary Glenn,https://play.spotify.com/track/7H3JKR6vI3UWEtYrKSvUKG,https://www.youtube.com/watch?v=EDoWSb4xrts,Eddie Kendricks
The Show Is Over,Album: The Show Is Over      Utgiven:  1977,Kompositör: Theodore Life & Dexter Wansel,https://play.spotify.com/track/2O1s2lEtBrfZD2zYI8B2t4,https://www.youtube.com/watch?v=E7HCwbvoL9A,Evelyn King
Tudo Que Voce Podia Ser,Album: Gilles Peterson In Brazil - Classico      Utgiven:  2004,Kompositör: Lo Borges & Marcio Borges,https://play.spotify.com/track/2B36Uw0JXNNi1H9g1Q0HLo,https://www.youtube.com/results?search_query=Quarteto%20Em%20Cy%20Tudo%20Que%20Voce%20Podia%20Ser,Quarteto Em Cy
Tudo Que Voce Podia Ser,Album: Club Da Esquina      Utgiven:  1994,Kompositör: Lo Borges & Marcio Borges,,https://www.youtube.com/results?search_query=Milton%20Nascimento%20%26%20Lo%20Borges%20Tudo%20Que%20Voce%20Podia%20Ser,Milton Nascimento & Lo Borges
Que Beleza,Album: Nobody Can Live Forever - The Existential Soul Of Tim Maia      Utgiven:  2012,Kompositör: Tim Maia,https://play.spotify.com/track/0IY5lHDP46LTWfEwu66TZd,https://www.youtube.com/watch?v=Nq_AOktdhts,Tim Maia
Nao Va,Album: Tim Maia,Kompositör: Robson Jorge & Tim Maia & Lincoln Olivetti,https://play.spotify.com/track/0ZzVDOeyTv8NHSTnlTjg2O,https://www.youtube.com/watch?v=pKfCKnRWjBU,Tim Maia
Hey Love,Album: Down To Earth      Utgiven:  2006,Kompositör: Morris Broadnax & Clarence Paul & Stevie Wonder,https://play.spotify.com/track/3Bq4B7B53upLXUoaCx6rO2,https://www.youtube.com/results?search_query=Stevie%20Wonder%20Hey%20Love,Stevie Wonder
All I Do Is Think About You,Album: SOULBOY - JOE MCCAIN'S MIX TAPE      Utgiven:  2010,Kompositör: Morris Broadnax & Clarence Paul & Stevie Wonder,https://play.spotify.com/track/4vXlI6K0OnZ5THU7Ftlvle,https://www.youtube.com/watch?v=FgLHcJOZzwI,Brenda Holloway
All I Do,Album: HOTTER THAN JULY      Utgiven:  2000,Kompositör: Stevie Wonder & Morris Broadnax & Clarence Paul,https://play.spotify.com/track/5Y4T4O5xy63BbgUfUkNPxA,https://www.youtube.com/results?search_query=Stevie%20Wonder%20All%20I%20Do,Stevie Wonder
Love Light in Flight,Album: -,Kompositör: Stevie Wonder,https://play.spotify.com/track/5tFwWBHgsmR4GXbHjDIVKg,https://www.youtube.com/results?search_query=Stevie%20Wonder%20Love%20Light%20in%20Flight,Stevie Wonder
Too High,Album: At The Close Of A Century (2)      Utgiven:  1999,Kompositör: Stevie Wonder,https://play.spotify.com/track/7eZkm1v0XhA5Vd17b98JZc,https://www.youtube.com/watch?v=0yIautCg9A4,Stevie Wonder
Too Fly,Album: Too Fly      Utgiven:  2007,Kompositör: Okänd,https://play.spotify.com/track/62Puglx9LQBS0FhGiO84xf,https://www.youtube.com/watch?v=42eteM-lg6w,Dwele
Thinking,Album: Look-Ka Py Py      Utgiven:  1990,Kompositör: Joseph Modeliste & Art Neville & Leo Nocentelli & George (2) Porter,https://play.spotify.com/track/18UlHe8mSQ5BkYCXnTdJwZ,https://www.youtube.com/watch?v=y9AYuAbB8s0,The Meters
"Gyrlz They Love Me, Girls They Love Me",Album: Heavy Hitz      Utgiven:  2000,Kompositör: Heavy D & Marley Marl,https://play.spotify.com/track/38ocnZTQi00Nlo8pnlDyYz,https://www.youtube.com/watch?v=ewFF5a_wGNI,Heavy D & The Boyz
Religious,Album: Juslisen (Just Listen)      Utgiven:  2002,Kompositör: Ivan Barias & Carvin Haggins & Darren Henson & Musiq Soulchild,https://play.spotify.com/track/6Xi3AHHvdqto28QyQK3ACc,https://www.youtube.com/watch?v=lcssjpNuh6o,Musiq Soulchild
Balek,,Kompositör: Okänd,https://play.spotify.com/track/1PwpKCYwSTd6Sba1N33xvp,https://www.youtube.com/results?search_query=Placebo%20Balek,Placebo
Bird In Hand,"Album: Lee Scratch Perry      Utgiven:  1997, Arkology      Utgiven:",Kompositör: Lee Perry,https://play.spotify.com/track/76b3bfijLsEEVVVsYUMT3J,https://www.youtube.com/results?search_query=The%20Upsetters%20(Jamaica)%20Bird%20In%20Hand,The Upsetters (Jamaica)
Fever,Album: Hurt So Good      Utgiven:  2003,Kompositör: Eddie Cooley & Johnny Davenport,https://play.spotify.com/track/7jkFLebi95tjD15hOowYFl,https://www.youtube.com/watch?v=W-IIMizTiKc,Susan Cadogan
Fever,Album: Hurt So Good      Utgiven:  2003,Kompositör: Eddie Cooley & Johnny Davenport,https://play.spotify.com/track/2bJRLKzPJnzOrI3c5tQcFV,https://www.youtube.com/results?search_query=Junior%20Byles%20Fever,Junior Byles
I Love You So,Album: The Front Line,Kompositör: Norman Grant,https://play.spotify.com/track/2pWiBYC6Afm7Y1Xn5Vns7n,https://www.youtube.com/results?search_query=The%20Twinkle%20Brothers%20I%20Love%20You%20So,The Twinkle Brothers
Strangers,Album: Strangers - Single,Kompositör: Okänd,https://play.spotify.com/track/2FGjsBBEqYCGs6Rf3ncc9l,https://www.youtube.com/results?search_query=Courtney%20John%20Strangers,Courtney John
Stranger (Vocal Mix),Album: Stranger - Single,Kompositör: S Abel & C Brown,https://play.spotify.com/track/6784YkLS5pKKGWsjbA3AbR,https://www.youtube.com/results?search_query=Daphne%20Bluebird%20Stranger%20(Vocal%20Mix),Daphne Bluebird
Stranger (Version Dub Mix),Album: Stranger - Single,Kompositör: S Abel & C Brown,,https://www.youtube.com/results?search_query=Daphne%20Bluebird%20%26%20Manasseh%20Stranger%20(Version%20Dub%20Mix),Daphne Bluebird & Manasseh
Big Bw,Album: Dr Boondigga And The Big BW,Kompositör: Fat Freddy's Drop,https://play.spotify.com/track/1nx13vVVEUXOXYhlBOTYsx,https://www.youtube.com/watch?v=nnYOKHq8OFU,Fat Freddy's Drop
Recuring Dream,Album: The Scenic Route,Kompositör: Elaquent,https://play.spotify.com/track/6dB6YYgBOPtzt37Fa0M8Eh,https://www.youtube.com/results?search_query=Elaquent%20Recuring%20Dream,Elaquent
