title,album,composer,spotify,youtube,artist
Rockfort Rock,Album: ***STUDIO ONE CLASSICS***      Utgiven:  2004,Kompositör: Clement Dodd & Johnny Moore,https://play.spotify.com/track/4SyMXOgNE6jbaYwaum6nwp,https://www.youtube.com/watch?v=OyiESppBWrQ,Sound Dimension
Empty Belly,Album: ***STUDIO ONE RUB-A-DUB***      Utgiven:  2007,Kompositör: Clement Dodd & Jackie Mittoo,,https://www.youtube.com/watch?v=jzRNyYQ_kWM,The Ethiopian
Peace Begins Within,"Album: ***Trojan Reggae Sisters Collection, 2009***",Kompositör: Nora Dean,https://play.spotify.com/track/4wugmRkMUK6AYDTdfReDJr,https://www.youtube.com/watch?v=Kgi8bkcMmiI,Nora Dean
"Change Your Style (Hooligan), Change Your Style, Hooligan",Album: ***STUDIO ONE RUDE BOY - THE ORIGINAL***      Utgiven:  2006,Kompositör: John Holt,,"https://www.youtube.com/results?search_query=John%20Holt%20Change%20Your%20Style%20(Hooligan),%20Change%20Your%20Style,%20Hooligan",John Holt
Murderer,Album: ***STUDIO ONE RUDE BOY - THE ORIGINAL***      Utgiven:  2006,Kompositör: Clement Dodd & Vin Gordon & Johnny Osbourne,https://play.spotify.com/track/2W0rt7UJEBlXKLyiKIcyP4,https://www.youtube.com/watch?v=fZzcV07D19w,Johnny Osbourne
Rocking Time,Album: ***STUDIO ONE CLASSICS***      Utgiven:  2004,Kompositör: Winston Rodney,https://play.spotify.com/track/1es647mieKvRKq3eQID6Wl,https://www.youtube.com/results?search_query=Burning%20Spear%20Rocking%20Time,Burning Spear
Bobby Bobylon,Album: ***BOBBY BOBYLON***      Utgiven:  1991,,https://play.spotify.com/track/0VjZC2nsyapSm0pd5r4Jns,https://www.youtube.com/watch?v=j7i0CT309Po,Freddie Mcgregor
I Don't Know Why,Album: ***STUDIO ONE LOVERS***      Utgiven:  2005,Kompositör: Delroy Wilson,,https://www.youtube.com/watch?v=EVIKwj6y-TU,Delroy Wilson
Consider Me,Album: ***STUDIO ONE CLASSICS***      Utgiven:  2004,Kompositör: Clement Dodd & Winston Stewart,https://play.spotify.com/track/11mbyPHaPHaUDpfo6ty8SV,https://www.youtube.com/watch?v=NkZ9dSGJiDo,Jennifer Lara
Moonlight Lover,Album: ***DUKE REID'S TREASURE CHEST***      Utgiven:  1992,Kompositör: A B Levy,https://play.spotify.com/track/499BkazqbTBY2JWeCAxKdl,https://www.youtube.com/watch?v=AaaBA4IOhPo,Joya Landis
Perfidia,Album: ***MIDNIGHT CONFESSION***      Utgiven:  2000,Kompositör: Alberto Dominguez & Milton Leeds,https://play.spotify.com/track/3gtqPVJhYSCQVeJjRE13Fi,https://www.youtube.com/watch?v=ovhc7dEAjEs,Phyllis Dillon
I'm Just A Guy,Album: ***STUDIO ONE CLASSICS***      Utgiven:  2004,Kompositör: Clement Dodd & Alton Ellis,https://play.spotify.com/track/2yZc92uK4WETI8cZ4FuhxQ,https://www.youtube.com/watch?v=dsuXyYFBAow,Alton Ellis
My Conversation,"Album: ***TOUGHER THAN TOUGH***      Utgiven:  1993, ***THE STORY OF JAMAICAN MUSIC (",Kompositör: Slim Smith,https://play.spotify.com/track/3opp8Vb6TBj3FCyA3tb3hs,https://www.youtube.com/watch?v=fi2wHYRCR8Q,Slim Smith & The Uniques
Now,Album: ***STUDIO ONE FUNK***      Utgiven:  2004,Kompositör: Ernest Ranglin,,https://www.youtube.com/watch?v=V18H3j6NuTY,Lee Arab
